cable_name,rfs,cable_length,owners,suppliers,submarine_networks_url,submarine_cable_map_url
seacomtata-tgn-eurasia,2009 July,"15,000 km",SEACOM -  Tata Communications,SubCom,http://www.seacom.mu/,https://www.submarinecablemap.com/submarine-cable/seacomtata-tgn-eurasia
sealink,2023 Q1,345 km,Alaska Power & Telephone Company Wireless (APTW),Prysmian,https://www.aptalaska.com/,https://www.submarinecablemap.com/submarine-cable/sealink
sealink-south,2024 Q4,n.a.,Alaska Power & Telephone Company Wireless (APTW),https://www.aptalaska.com/,Not Given,https://www.submarinecablemap.com/submarine-cable/sealink-south
seamewe-4,2005 December,"20,000 km",Algerie Telecom -  Bangladesh Submarine Cable Company Limited (BSCCL) -  Bharti Airtel -  Etisalat UAE -  National Telecom -  Orange -  Pakistan Telecommunications Company Ltd. -  Saudi Telecom -  Singtel -  Sparkle -  Sri Lanka Telecom -  Tata Communications -  Telecom Egypt -  Telekom Malaysia -  Tunisia Telecom -  Verizon,ASN -  Fujitsu,https://www.seamewe4.net/,https://www.submarinecablemap.com/submarine-cable/seamewe-4
seamewe-5,2016 December,"20,000 km",Bangladesh Submarine Cable Company Limited (BSCCL) -  China Mobile -  China Telecom -  China Unicom -  Djibouti Telecom -  Myanmar Post and Telecommunication (MPT) -  Ooredoo -  Orange -  Saudi Telecom -  Singtel -  Sparkle -  Sri Lanka Telecom -  TeleYemen -  Telecom Egypt -  Telekom Malaysia -  Telkom Indonesia -  Transworld -  du,ASN -  NEC,Not Given,https://www.submarinecablemap.com/submarine-cable/seamewe-5
seamewe-6,2026,"21,700 km",Bahrain Telecommunications Company (Batelco) -  Bangladesh Submarine Cable Company Limited (BSCCL) -  Bharti Airtel -  China Unicom -  Dhiraagu -  Djibouti Telecom -  Microsoft -  Mobily -  Orange -  PCCW -  Singtel -  Sri Lanka Telecom -  Telecom Egypt -  Telekom Malaysia -  Telin -  Transworld,SubCom,Not Given,https://www.submarinecablemap.com/submarine-cable/seamewe-6
seax-1,2018 May,250 km,SEAX,HMN Tech,https://seax.net/,https://www.submarinecablemap.com/submarine-cable/seax-1
segunda-fos-canal-de-chacao,2015 January,40 km,Grupo Gtd,https://www.gtd.cl,Not Given,https://www.submarinecablemap.com/submarine-cable/segunda-fos-canal-de-chacao
senegal-horn-of-africa-regional-express-share-cable,2023 Q3,720 km,Agence De L’informatique del’Etat,HMN Tech,https://adie.sn/,https://www.submarinecablemap.com/submarine-cable/senegal-horn-of-africa-regional-express-share-cable
seychelles-to-east-africa-system-seas,2012 August,"1,930 km",Seychelles Cable System Ltd.,ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/seychelles-to-east-africa-system-seas
shefa-2,2008 March,"1,000 km",Shefa,Xtera,http://www.shefa.fo/,https://www.submarinecablemap.com/submarine-cable/shefa-2
silphium,2013 January,425 km,Libya International Telecommunications Company,HMN Tech,http://www.litc.ly/,https://www.submarinecablemap.com/submarine-cable/silphium
sint-maarten-puerto-rico-network-one-smpr-1,2004 December,375 km,Dauphin Telecom -  TelEm Group,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/sint-maarten-puerto-rico-network-one-smpr-1
sir-abu-nuayr-cable,2018,84 km,Etisalat UAE,https://www.etisalat.ae/,Not Given,https://www.submarinecablemap.com/submarine-cable/sir-abu-nuayr-cable
sirius-north,1999,147 km,Virgin Media Business,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/sirius-north
sirius-south,1999,219 km,Virgin Media Business,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/sirius-south
sistem-kabel-rakyat-1malaysia-skr1m,2017 September,"3,800 km",TIME dotCom -  Telekom Malaysia,NEC,Not Given,https://www.submarinecablemap.com/submarine-cable/sistem-kabel-rakyat-1malaysia-skr1m
sjjk,2008 December,543 km,XL Axiata,https://www.xl.co.id,Not Given,https://www.submarinecablemap.com/submarine-cable/sjjk
skagenfiber-west,2020 November,170 km,Altibox,http://www.skagenfiber.no,Not Given,https://www.submarinecablemap.com/submarine-cable/skagenfiber-west
skagerrak-4,2014 December,137 km,Statnett,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/skagerrak-4
smpcs-packet-1,2015,"3,156 km",Telkom Indonesia,ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/smpcs-packet-1
smpcs-packet-2,2015,"3,498 km",Telkom Indonesia,NEC,Not Given,https://www.submarinecablemap.com/submarine-cable/smpcs-packet-2
solas,1999 April,232 km,Vodafone -  eir,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/solas
sorsogon-samar-submarine-fiber-optical-interconnection-project-sssfoip,2019,21 km,National Grid Corporation of the Philippines,HMN Tech,Not Given,https://www.submarinecablemap.com/submarine-cable/sorsogon-samar-submarine-fiber-optical-interconnection-project-sssfoip
south-america-1-sam-1,2001 March,"25,000 km",Telxius,SubCom,http://www.telxius.com/,https://www.submarinecablemap.com/submarine-cable/south-america-1-sam-1
south-american-crossing-sac,2000 September,"20,000 km",Cirion Technologies -  Sparkle,ASN,https://www.ciriontechnologies.com/,https://www.submarinecablemap.com/submarine-cable/south-american-crossing-sac
south-atlantic-cable-system-sacs,2018 September,"6,165 km",Angola Cables,NEC,https://www.angolacables.co.ao/,https://www.submarinecablemap.com/submarine-cable/south-atlantic-cable-system-sacs
south-atlantic-inter-link-sail,2020,"5,800 km",Camtel -  China Unicom,HMN Tech,Not Given,https://www.submarinecablemap.com/submarine-cable/south-atlantic-inter-link-sail
south-pacific-cable-system-spcsmistral,2021 August,"7,300 km",América Móvil (Claro) -  Telxius,SubCom,Not Given,https://www.submarinecablemap.com/submarine-cable/south-pacific-cable-system-spcsmistral
southeast-asia-japan-cable-2-sjc2,2025 Q2,"10,500 km",China Mobile -  Chunghwa Telecom -  DongHwa Telecom -  KDDI -  Meta -  SK Broadband -  Singtel -  Telin -  True Corporation -  VNPT-Vinaphone,NEC,Not Given,https://www.submarinecablemap.com/submarine-cable/southeast-asia-japan-cable-2-sjc2
southeast-asia-japan-cable-sjc,2013 June,"8,900 km",China Mobile -  China Telecom -  Chunghwa Telecom -  Globe Telecom -  Google -  KDDI -  National Telecom -  Singtel -  Telkom Indonesia -  Unified National Networks (UNN),NEC -  SubCom,Not Given,https://www.submarinecablemap.com/submarine-cable/southeast-asia-japan-cable-sjc
southern-caribbean-fiber,2006 September,"3,000 km",Digicel,ASN -  SubCom,Not Given,https://www.submarinecablemap.com/submarine-cable/southern-caribbean-fiber
southern-cross-cable-network-sccn,2000 November,"30,500 km",Southern Cross Cable Network,ASN -  Fujitsu,http://www.southerncrosscables.com/,https://www.submarinecablemap.com/submarine-cable/southern-cross-cable-network-sccn
southern-cross-next,2022 July,"13,700 km",Southern Cross Cable Network,ASN,https://www.southerncrosscables.com/,https://www.submarinecablemap.com/submarine-cable/southern-cross-next
sovetskaya-gavan-uglegorsk,2019,127 km,Rostelecom,HMN Tech,https://www.company.rt.ru/en/,https://www.submarinecablemap.com/submarine-cable/sovetskaya-gavan-uglegorsk
st-pierre-and-miquelon-cable,2018 May,200 km,French Authority of St. Pierre and Miquelon,ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/st-pierre-and-miquelon-cable
st-thomas-st-croix-system,1997 May,183 km,Virgin Islands Next Generation Networks -  Inc.,http://www.vingn.com,Not Given,https://www.submarinecablemap.com/submarine-cable/st-thomas-st-croix-system
sto-hel-one,2008,560 km,GlobalConnect,Ericsson,https://www.globalconnectcarrier.com/,https://www.submarinecablemap.com/submarine-cable/sto-hel-one
strategic-evolution-underwater-link-seul,2017 July,24 km,Belize Telemedia,HMN Tech,https://www.livedigi.com/,https://www.submarinecablemap.com/submarine-cable/strategic-evolution-underwater-link-seul
subcan-link-1,2002 May,143 km,Cable Submarine de Canarias,SubCom,Not Given,https://www.submarinecablemap.com/submarine-cable/subcan-link-1
subcan-link-2,2002 May,136 km,Cable Submarine de Canarias,SubCom,Not Given,https://www.submarinecablemap.com/submarine-cable/subcan-link-2
submarine-cable-in-the-philippines-scip,2022,"1,638 km",DITO Telecommunity,HMN Tech,https://dito.ph/,https://www.submarinecablemap.com/submarine-cable/submarine-cable-in-the-philippines-scip
sumatera-bangka-cable-system-sbcs,2014,57 km,Telkom Indonesia,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/sumatera-bangka-cable-system-sbcs
sunoque-i,1999 October,n.a.,Hydro-Québec -  Telus,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/sunoque-i
sunoque-ii,1999 October,n.a.,Hydro-Québec -  Telus,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/sunoque-ii
sunoque-iii,2025,130 km,Hydro-Québec -  Telus,Hexatronic,https://www.telus.com/,https://www.submarinecablemap.com/submarine-cable/sunoque-iii
suriname-guyana-submarine-cable-system-sg-scs,2010 July,"1,249 km",Guyana Telephone and Telegraph (GT&T) -  Telesur,HMN Tech,Not Given,https://www.submarinecablemap.com/submarine-cable/suriname-guyana-submarine-cable-system-sg-scs
svalbard-undersea-cable-system,2004 January,"2,714 km",Space Norway,SubCom,https://spacenorway.no/,https://www.submarinecablemap.com/submarine-cable/svalbard-undersea-cable-system
sweden-estonia-ee-s-1,1995 June,240 km,Arelion -  GN Great Nordic -  Telia Eesti (formerly Eesti Telekom -  EMT -  Elion),ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/sweden-estonia-ee-s-1
sweden-latvia,2005 January,391 km,Latvia State Radio and Television Centre,http://www.lvrtc.lv,Not Given,https://www.submarinecablemap.com/submarine-cable/sweden-latvia
sydney-melbourne-adelaide-perth-smap,2026 Q1,"5,000 km",SUBCO,ASN,https://sub.co/,https://www.submarinecablemap.com/submarine-cable/sydney-melbourne-adelaide-perth-smap
t3,2023 Q4,"3,200 km",Liquid Intelligent Technologies -  Mauritius Telecom,ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/t3
taba-aqaba,1998,13 km,National Electric Power Company of Jordan,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/taba-aqaba
tabua,2026 Q1,n.a.,Google,SubCom,https://cloud.google.com/,https://www.submarinecablemap.com/submarine-cable/tabua
taihei,2027,"7,000 km",Google,NEC,https://cloud.google.com/,https://www.submarinecablemap.com/submarine-cable/taihei
taino-carib,1993 January,130 km,AT&T -  Cogent -  Embratel -  Liberty Latin America (LLA) -  Orange,AT&T SSI,Not Given,https://www.submarinecablemap.com/submarine-cable/taino-carib
taiwan-penghu-kinmen-matsu-no-2-tpkm2,2000,467 km,Chunghwa Telecom,NEC,Not Given,https://www.submarinecablemap.com/submarine-cable/taiwan-penghu-kinmen-matsu-no-2-tpkm2
taiwan-penghu-kinmen-matsu-no-3-tpkm3,2013,510 km,Chunghwa Telecom,NEC,Not Given,https://www.submarinecablemap.com/submarine-cable/taiwan-penghu-kinmen-matsu-no-3-tpkm3
taiwan-strait-express-1-tse-1,2013 January,260 km,China Mobile -  China Unicom -  Chunghwa Telecom -  Far EasTone (FET) -  Taiwan International Gateway Corporation -  Taiwan Mobile,HMN Tech,Not Given,https://www.submarinecablemap.com/submarine-cable/taiwan-strait-express-1-tse-1
tam-1,2025,"7,000 km",Trans Americas Fiber,Xtera,https://transamericasfiber.com/,https://www.submarinecablemap.com/submarine-cable/tam-1
tamares-north,2012 January,345 km,Tamares Telecom,http://www.tamarestelecom.com,Not Given,https://www.submarinecablemap.com/submarine-cable/tamares-north
tampnet-offshore-foc-network,1999 July,"1,751 km",Tampnet,ASN,https://www.tampnet.com/,https://www.submarinecablemap.com/submarine-cable/tampnet-offshore-foc-network
tamtam,2026,375 km,Interchange,ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/tamtam
tangerine,2000 September,112 km,Colt,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/tangerine
tanjun-pandan-sungai-kakap-cable-system,2019 Q4,348 km,Moratelindo,http://www.moratelindo.co.id,Not Given,https://www.submarinecablemap.com/submarine-cable/tanjun-pandan-sungai-kakap-cable-system
tannat,2018 Q1,"2,000 km",Antel Uruguay -  Google,ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/tannat
tarakan-selor-cable-system-tscs,2014,83 km,Telkom Indonesia,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/tarakan-selor-cable-system-tscs
tasman-global-access-tga-cable,2017 March,"2,288 km",One NZ -  Spark New Zealand -  Telstra,ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/tasman-global-access-tga-cable
tasman-ring-network,2027 Q4,"6,000 km",Owners,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/tasman-ring-network
tata-tgn-atlantic-south,2001 June,"6,830 km",Tata Communications,http://www.tatacommunications.com,Not Given,https://www.submarinecablemap.com/submarine-cable/tata-tgn-atlantic-south
tata-tgn-gulf,2012 February,"4,031 km",Tata Communications,SubCom,http://www.tatacommunications.com/,https://www.submarinecablemap.com/submarine-cable/tata-tgn-gulf
tata-tgn-intra-asia-tgn-ia,2009 March,"6,700 km",Tata Communications,SubCom,http://www.tatacommunications.com/,https://www.submarinecablemap.com/submarine-cable/tata-tgn-intra-asia-tgn-ia
tata-tgn-pacific,2002 December,"22,300 km",Tata Communications,SubCom,http://www.tatacommunications.com/,https://www.submarinecablemap.com/submarine-cable/tata-tgn-pacific
tata-tgn-tata-indicom,2004 November,"3,175 km",Tata Communications,SubCom,http://www.tatacommunications.com/,https://www.submarinecablemap.com/submarine-cable/tata-tgn-tata-indicom
tata-tgn-western-europe,2002 June,"3,578 km",Tata Communications,SubCom,http://www.tatacommunications.com/,https://www.submarinecablemap.com/submarine-cable/tata-tgn-western-europe
tautira-teahupoo,2023 Q4,38 km,OPT French Polynesia,Prysmian,Not Given,https://www.submarinecablemap.com/submarine-cable/tautira-teahupoo
te-northtgn-eurasiaseacomalexandrosmedex,2011 July,"3,634 km",Algerie Telecom -  Cyta -  PCCW -  SEACOM -  Tata Communications -  Telecom Egypt,ASN,https://www.te.eg/wps/portal/te/Business/Wholesale/,https://www.submarinecablemap.com/submarine-cable/te-northtgn-eurasiaseacomalexandrosmedex
tegopa,1994,222 km,Telefonica,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/tegopa
telstra-endeavour,2008 September,"9,125 km",Telstra,ASN,http://www.telstra.com.au/aboutus/telstra-international,https://www.submarinecablemap.com/submarine-cable/telstra-endeavour
tenerife-gran-canaria,1999,110 km,Telefonica,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/tenerife-gran-canaria
tenerife-la-palma,n.a.,n.a.,Telefonica,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/tenerife-la-palma
terra-sw,2012,n.a.,GCI Communication Corp,https://www.gci.com/,Not Given,https://www.submarinecablemap.com/submarine-cable/terra-sw
thailand-indonesia-singapore-tis,2003 December,968 km,National Telecom -  Singtel -  Telkom Indonesia,NEC,Not Given,https://www.submarinecablemap.com/submarine-cable/thailand-indonesia-singapore-tis
the-east-african-marine-system-teams,2009 October,"5,054 km",Etisalat UAE -  TEAMS Ltd.,ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/the-east-african-marine-system-teams
thetis,2022,660 km,Vodafone,Nexans,https://www.vodafone.gr/,https://www.submarinecablemap.com/submarine-cable/thetis
tikal-amx3,2026,"1,935 km",América Móvil (Claro) -  Telxius,ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/tikal-amx3
timor-leste-south-submarine-cable-tlssc,2025,607 km,Government of Timor-Leste,ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/timor-leste-south-submarine-cable-tlssc
tko-connect,2023 September,6 km,HKBN -  SUNeVision,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/tko-connect
tobrok-emasaed-cable-system,2010 October,178 km,Libya International Telecommunications Company,HMN Tech,Not Given,https://www.submarinecablemap.com/submarine-cable/tobrok-emasaed-cable-system
tokelau-submarine-cable,2023 August,250 km,Teletok,ASN,https://www.teletokco.tk/,https://www.submarinecablemap.com/submarine-cable/tokelau-submarine-cable
tonga-cable,2013 August,827 km,Digicel Tonga -  Government of Tonga -  Tonga Communications Corporation,ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/tonga-cable
tonga-domestic-cable-extension-tdce,2018 January,410 km,Tonga Cable Limited,ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/tonga-domestic-cable-extension-tdce
topaz,2023,n.a.,Google,NEC,https://cloud.google.com/,https://www.submarinecablemap.com/submarine-cable/topaz
tpu,2025 May,"13,470 km",Google,NEC,https://cloud.google.com/,https://www.submarinecablemap.com/submarine-cable/tpu
trans-adriatic-express-tae,2023 May,106 km,EXA Infrastructure -  TAP AG,https://exainfra.net/,Not Given,https://www.submarinecablemap.com/submarine-cable/trans-adriatic-express-tae
trans-pacific-express-tpe-cable-system,2008 August,"17,968 km",AT&T -  China Telecom -  China Unicom -  Chunghwa Telecom -  KT -  NTT -  Verizon,SubCom,https://tpecable.org:59876/,https://www.submarinecablemap.com/submarine-cable/trans-pacific-express-tpe-cable-system
transcan-2,1990,238 km,Telefonica,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/transcan-2
transcan-3,2000,210 km,Telefonica,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/transcan-3
transworld-tw1,2006 June,"1,300 km",Transworld,SubCom,http://www.tw1.com/,https://www.submarinecablemap.com/submarine-cable/transworld-tw1
trapani-kelibia-2-keltra-2,2007 July,209 km,Sparkle -  Tunisia Telecom,ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/trapani-kelibia-2-keltra-2
tt-1,2012 August,48 km,Alliance Telecommunications -  Liberty Latin America (LLA) -  TSTT,https://libertynet.com/contact,Not Given,https://www.submarinecablemap.com/submarine-cable/tt-1
tui-samoa,2018 February,"1,693 km",Samoa Submarine Cable Company,ASN,http://ssccsamoa.com/,https://www.submarinecablemap.com/submarine-cable/tui-samoa
turcyos-1,1993,110 km,Turk Telekom,ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/turcyos-1
turcyos-2,2011 March,213 km,Turk Telekom,http://www.turktelekom.com.tr,Not Given,https://www.submarinecablemap.com/submarine-cable/turcyos-2
tverrlinken,2010,n.a.,KystTele,http://www.kysttele.no,Not Given,https://www.submarinecablemap.com/submarine-cable/tverrlinken
uae-iran,1992,170 km,Etisalat UAE -  Telecommunication Infrastructure Company of Iran,ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/uae-iran
ugarit,1995 February,239 km,A1 Telekom Austria -  AT&T -  BT -  Cyta -  Deutsche Telekom -  Lebanese Ministry of Telecommunications -  Orange -  Singtel -  Sparkle -  Syrian Telecommunications Establishment -  Tata Communications -  Telefonica -  Vivacom,SubCom,Not Given,https://www.submarinecablemap.com/submarine-cable/ugarit
uk-channel-islands-7,1994 January,124 km,BT -  Sure,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/uk-channel-islands-7
uk-channel-islands-8,1994 January,237 km,Owners,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/uk-channel-islands-8
ulleung-mainland-2,2016,164 km,KT,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/ulleung-mainland-2
ultramar-ge,2023 March,263 km,GITGE (Gestor de Infraestructuras de Telecomunicaciones de Guinea Ecuatorial),ASN,https://gitge.com/en/home/,https://www.submarinecablemap.com/submarine-cable/ultramar-ge
ulysses-2,1997,n.a.,Verizon,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/ulysses-2
umo,2023 September,"2,227 km",Campana Group,HMN Tech,https://www.campanaworks.com/,https://www.submarinecablemap.com/submarine-cable/umo
umoja,n.a.,n.a.,Google,SubCom,https://cloud.google.com/,https://www.submarinecablemap.com/submarine-cable/umoja
unisur,1995 March,265 km,Antel Uruguay -  Telxius,ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/unisur
unitel-north-submarine-cable-unsc,2023 January,"1,145 km",Unitel (Angola),HMN Tech,http://www.unitel.ao/,https://www.submarinecablemap.com/submarine-cable/unitel-north-submarine-cable-unsc
unitirreno-cable,2025 Q2,"1,200 km",Azimut -  Unidata,http://www.unitirreno.com/,Not Given,https://www.submarinecablemap.com/submarine-cable/unitirreno-cable
unityeac-pacific,2010 March,"9,620 km",Bharti Airtel -  Google -  KDDI -  Singtel -  TIME dotCom -  Telstra,NEC -  SubCom,Not Given,https://www.submarinecablemap.com/submarine-cable/unityeac-pacific
vaka,2025,668 km,Tuvalu Telecommunications Corporation (TTC),SubCom,https://www.tuvalutelecom.tv/,https://www.submarinecablemap.com/submarine-cable/vaka
vancouver-bowen-island-vancouver-island,2019 April,75 km,Rogers Communications,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/vancouver-bowen-island-vancouver-island
venezuelan-festoon,1998,"1,200 km",CANTV,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/venezuelan-festoon
vietnam-singapore-cable-system-vts,2027 Q2,n.a.,Singtel -  Viettel Corporation,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/vietnam-singapore-cable-system-vts
vodafone-greece-domestic,2008,92 km,Vodafone,NSW,https://www.vodafone.gr/,https://www.submarinecablemap.com/submarine-cable/vodafone-greece-domestic
vstervik-visby,2008,n.a.,GlobalConnect,https://globalconnectcarrier.com/,Not Given,https://www.submarinecablemap.com/submarine-cable/vstervik-visby
west-africa-cable-system-wacs,2012 May,"14,530 km",Altice Portugal -  Angola Cables -  Bayobab -  Broadband Infraco -  Camtel -  Cape Verde Telecom -  Congo Telecom -  Liquid Intelligent Technologies -  Office Congolais de Poste et Télécommunication -  PCCW -  Tata Communications -  Telecom Namibia -  Telkom South Africa -  Togo Telecom -  Vodacom DRC -  Vodafone -  Vodafone Espana -  Vodafone Ghana,ASN,https://wacscable.com/,https://www.submarinecablemap.com/submarine-cable/west-africa-cable-system-wacs
whidbey-island-camano-island,1999,4 km,Whidbey Telecom,Prysmian,Not Given,https://www.submarinecablemap.com/submarine-cable/whidbey-island-camano-island
whidbey-island-everett,1999,9 km,Whidbey Telecom,Prysmian,Not Given,https://www.submarinecablemap.com/submarine-cable/whidbey-island-everett
whidbey-island-hat-island,1999,4 km,Whidbey Telecom,Prysmian,Not Given,https://www.submarinecablemap.com/submarine-cable/whidbey-island-hat-island
whidbey-island-seattle,1999,44 km,Whidbey Telecom,Prysmian,Not Given,https://www.submarinecablemap.com/submarine-cable/whidbey-island-seattle
x-link-submarine-cable,2019 December,775 km,E-Networks Inc.,https://www.enetworks.gy/,Not Given,https://www.submarinecablemap.com/submarine-cable/x-link-submarine-cable
yellow,2000 September,"7,001 km",Colt,SubCom,Not Given,https://www.submarinecablemap.com/submarine-cable/yellow
yui,2023 July,720 km,Okinawa Cellular Telephone Company,NEC,Not Given,https://www.submarinecablemap.com/submarine-cable/yui
yuza-tobishima,2022 February,31 km,NTT,NEC,Not Given,https://www.submarinecablemap.com/submarine-cable/yuza-tobishima
